Key,Value
2012_CALIFORNIA,"62,477"
2011_CALIFORNIA,"59,713"
2010_CALIFORNIA,"62,652"
2009_CALIFORNIA,"65,858"
2008_CALIFORNIA,"66,658"
2007_CALIFORNIA,"67,664"
2006_CALIFORNIA,"69,065"
2005_CALIFORNIA,"66,710"
2004_CALIFORNIA,"65,594"
2003_CALIFORNIA,"67,473"
2002_CALIFORNIA,"66,397"
2001_CALIFORNIA,"67,195"
2000_CALIFORNIA,"68,456"
1999_CALIFORNIA,"65,961"
1998_CALIFORNIA,"63,204"
1997_CALIFORNIA,"62,120"
1996_CALIFORNIA,"62,052"
1995_CALIFORNIA,"60,745"
1994_CALIFORNIA,"59,388"
1993_CALIFORNIA,"58,470"
1992_CALIFORNIA,"61,404"
1991_CALIFORNIA,"60,697"
1990_CALIFORNIA,"62,206"
1989_CALIFORNIA,"64,723"
1988_CALIFORNIA,"61,982"
1987_CALIFORNIA,"63,922"
1986_CALIFORNIA,"63,629"
1985_CALIFORNIA,"60,215"
1984_CALIFORNIA,"58,372"
2018_COLORADO,"73,034"
2017_COLORADO,"75,980"
2016_COLORADO,"73,841"
2015_COLORADO,"70,585"
2014_COLORADO,"64,702"
2013_COLORADO,"68,422"
2012_COLORADO,"62,735"
2011_COLORADO,"65,601"
2010_COLORADO,"69,520"
2009_COLORADO,"65,618"
2008_COLORADO,"71,251"
2007_COLORADO,"74,228"
2006_COLORADO,"69,537"
2005_COLORADO,"65,026"
2004_COLORADO,"67,811"
2003_COLORADO,"68,349"
2002_COLORADO,"67,597"
2001_COLORADO,"70,231"
2000_COLORADO,"70,538"
1999_COLORADO,"72,837"
1998_COLORADO,"71,951"
1997_COLORADO,"67,658"
1996_COLORADO,"65,470"
1995_COLORADO,"66,813"
1994_COLORADO,"63,594"
1993_COLORADO,"59,182"
1992_COLORADO,"57,148"
1991_COLORADO,"56,793"
1990_COLORADO,"57,428"
1989_COLORADO,"52,560"
1988_COLORADO,"53,647"
1987_COLORADO,"56,140"
1986_COLORADO,"59,642"
1985_COLORADO,"62,895"
1984_COLORADO,"59,558"
2018_CONNECTICUT,"72,812"
2017_CONNECTICUT,"74,554"
2016_CONNECTICUT,"79,446"
2015_CONNECTICUT,"77,255"
2014_CONNECTICUT,"74,492"
2013_CONNECTICUT,"73,184"
2012_CONNECTICUT,"70,396"
2011_CONNECTICUT,"73,194"
2010_CONNECTICUT,"76,174"
2009_CONNECTICUT,"76,085"
2008_CONNECTICUT,"75,623"
2007_CONNECTICUT,"77,870"
2006_CONNECTICUT,"77,910"
2005_CONNECTICUT,"73,258"
2004_CONNECTICUT,"73,427"
2003_CONNECTICUT,"75,226"
2002_CONNECTICUT,"74,726"
2001_CONNECTICUT,"75,847"
2000_CONNECTICUT,"73,363"
1999_CONNECTICUT,"76,489"
1998_CONNECTICUT,"71,811"
1997_CONNECTICUT,"68,835"
1996_CONNECTICUT,"67,339"
1995_CONNECTICUT,"66,054"
1994_CONNECTICUT,"69,080"
1993_CONNECTICUT,"67,810"
1992_CONNECTICUT,"71,851"
1991_CONNECTICUT,"76,005"
1990_CONNECTICUT,"72,633"
1989_CONNECTICUT,"82,981"
1988_CONNECTICUT,"74,109"
1987_CONNECTICUT,"69,681"
1986_CONNECTICUT,"71,769"
1985_CONNECTICUT,"69,385"
1984_CONNECTICUT,"69,138"
2018_DELAWARE,"65,012"
2017_DELAWARE,"63,837"
2016_DELAWARE,"60,740"
2015_DELAWARE,"61,216"
2014_DELAWARE,"61,073"
2013_DELAWARE,"56,381"
2012_DELAWARE,"53,659"
2011_DELAWARE,"61,160"
2010_DELAWARE,"63,727"
2009_DELAWARE,"61,141"
2008_DELAWARE,"59,278"
2007_DELAWARE,"66,274"
2006_DELAWARE,"65,468"
2005_DELAWARE,"66,039"
2004_DELAWARE,"64,031"
2003_DELAWARE,"67,088"
2002_DELAWARE,"69,495"
2001_DELAWARE,"70,522"
2000_DELAWARE,"73,646"
1999_DELAWARE,"70,495"
1998_DELAWARE,"64,013"
1997_DELAWARE,"67,345"
1996_DELAWARE,"62,847"
1995_DELAWARE,"57,330"
1994_DELAWARE,"60,299"
1993_DELAWARE,"61,886"
1992_DELAWARE,"62,767"
1991_DELAWARE,"58,752"
1990_DELAWARE,"57,561"
1989_DELAWARE,"62,878"
1988_DELAWARE,"62,428"
1987_DELAWARE,"62,009"
1986_DELAWARE,"56,207"
1985_DELAWARE,"51,285"
1984_DELAWARE,"59,600"
2018_FLORIDA,"54,644"
2017_FLORIDA,"54,990"
2016_FLORIDA,"53,551"
2015_FLORIDA,"51,750"
2014_FLORIDA,"48,988"
2013_FLORIDA,"51,703"
2012_FLORIDA,"50,480"
2011_FLORIDA,"50,468"
2010_FLORIDA,"50,860"
2009_FLORIDA,"53,535"
2008_FLORIDA,"52,444"
2007_FLORIDA,"55,596"
2006_FLORIDA,"57,026"
2005_FLORIDA,"55,412"
2004_FLORIDA,"54,017"
2003_FLORIDA,"53,338"
2002_FLORIDA,"53,222"
2001_FLORIDA,"51,782"
2000_FLORIDA,"56,817"
1999_FLORIDA,"54,171"
1998_FLORIDA,"53,901"
1997_FLORIDA,"50,791"
1996_FLORIDA,"48,989"
1995_FLORIDA,"48,822"
1994_FLORIDA,"49,241"
1993_FLORIDA,"48,992"
1992_FLORIDA,"48,114"
1991_FLORIDA,"49,136"
1990_FLORIDA,"49,864"
1989_FLORIDA,"51,147"
1988_FLORIDA,"51,993"
1987_FLORIDA,"51,927"
1986_FLORIDA,"50,116"
1985_FLORIDA,"47,632"
1984_FLORIDA,"45,671"
2018_GEORGIA,"55,821"
2017_GEORGIA,"58,406"
2016_GEORGIA,"56,011"
2015_GEORGIA,"53,809"
2014_GEORGIA,"52,614"
2013_GEORGIA,"51,220"
2012_GEORGIA,"52,726"
2011_GEORGIA,"51,440"
2010_GEORGIA,"50,919"
2009_GEORGIA,"50,848"
2008_GEORGIA,"54,046"
2007_GEORGIA,"59,053"
2006_GEORGIA,"61,605"
2005_GEORGIA,"59,196"
2004_GEORGIA,"54,616"
2003_GEORGIA,"58,081"
2002_GEORGIA,"60,102"
2001_GEORGIA,"60,533"
2000_GEORGIA,"61,269"
1999_GEORGIA,"59,605"
1998_GEORGIA,"59,701"
1997_GEORGIA,"57,376"
1996_GEORGIA,"51,954"
1995_GEORGIA,"55,969"
1994_GEORGIA,"52,893"
1993_GEORGIA,"54,334"
1992_GEORGIA,"50,662"
1991_GEORGIA,"49,064"
1990_GEORGIA,"51,501"
1989_GEORGIA,"54,003"
1988_GEORGIA,"54,367"
1987_GEORGIA,"56,645"
1986_GEORGIA,"53,452"
1985_GEORGIA,"46,976"
1984_GEORGIA,"46,130"
2018_HAWAII,"80,108"
2017_HAWAII,"75,369"
2016_HAWAII,"75,480"
2015_HAWAII,"68,379"
2014_HAWAII,"75,619"
2013_HAWAII,"66,303"
2012_HAWAII,"61,648"
2011_HAWAII,"66,068"
2010_HAWAII,"68,719"
2009_HAWAII,"65,289"
2008_HAWAII,"71,927"
2007_HAWAII,"77,726"
2006_HAWAII,"75,496"
2005_HAWAII,"76,803"
2004_HAWAII,"74,949"
2003_HAWAII,"70,941"
2002_HAWAII,"66,210"
2001_HAWAII,"67,447"
2000_HAWAII,"75,373"
1999_HAWAII,"67,284"
1998_HAWAII,"63,039"
1997_HAWAII,"64,060"
1996_HAWAII,"66,785"
1995_HAWAII,"70,334"
1994_HAWAII,"71,027"
1993_HAWAII,"73,208"
1992_HAWAII,"74,088"
1991_HAWAII,"67,155"
1990_HAWAII,"72,729"
1989_HAWAII,"68,695"
1988_HAWAII,"67,583"
1987_HAWAII,"74,261"
1986_HAWAII,"63,614"
1985_HAWAII,"64,634"
1984_HAWAII,"66,659"
2018_IDAHO,"58,728"
2017_IDAHO,"61,676"
2016_IDAHO,"59,189"
2015_IDAHO,"54,716"
2014_IDAHO,"56,737"
2013_IDAHO,"55,893"
2012_IDAHO,"52,508"
2011_IDAHO,"53,102"
2010_IDAHO,"54,304"
2009_IDAHO,"54,881"
2008_IDAHO,"55,441"
2007_IDAHO,"59,712"
2006_IDAHO,"57,696"
2005_IDAHO,"56,941"
2004_IDAHO,"59,112"
2003_IDAHO,"57,991"
2002_IDAHO,"52,790"
2001_IDAHO,"54,370"
2000_IDAHO,"54,996"
1999_IDAHO,"54,124"
1998_IDAHO,"56,636"
1997_IDAHO,"52,276"
1996_IDAHO,"55,492"
1995_IDAHO,"53,633"
1994_IDAHO,"53,009"
1993_IDAHO,"53,213"
1992_IDAHO,"48,739"
1991_IDAHO,"47,088"
1990_IDAHO,"47,285"
1989_IDAHO,"48,341"
1988_IDAHO,"47,990"
1987_IDAHO,"44,009"
1986_IDAHO,"45,510"
1985_IDAHO,"46,333"
1984_IDAHO,"48,688"
2018_ILLINOIS,"70,145"
2017_ILLINOIS,"66,184"
2016_ILLINOIS,"64,235"
2015_ILLINOIS,"64,032"
2014_ILLINOIS,"58,306"
2013_ILLINOIS,"61,755"
2012_ILLINOIS,"56,690"
2011_ILLINOIS,"56,658"
2010_ILLINOIS,"58,549"
2009_ILLINOIS,"62,028"
2008_ILLINOIS,"62,262"
2007_ILLINOIS,"63,745"
2006_ILLINOIS,"60,765"
2005_ILLINOIS,"62,383"
2004_ILLINOIS,"61,403"
2003_ILLINOIS,"61,797"
2002_ILLINOIS,"59,781"
2001_ILLINOIS,"65,644"
2000_ILLINOIS,"67,357"
1999_ILLINOIS,"70,044"
1998_ILLINOIS,"66,669"
1997_ILLINOIS,"64,606"
1996_ILLINOIS,"63,239"
1995_ILLINOIS,"62,488"
1994_ILLINOIS,"58,968"
1993_ILLINOIS,"56,383"
1992_ILLINOIS,"55,507"
1991_ILLINOIS,"57,488"
1990_ILLINOIS,"60,809"
1989_ILLINOIS,"61,372"
1988_ILLINOIS,"60,420"
1987_ILLINOIS,"57,429"
1986_ILLINOIS,"58,148"
1985_ILLINOIS,"55,503"
1984_ILLINOIS,"54,828"
2018_INDIANA,"59,892"
2017_INDIANA,"60,308"
2016_INDIANA,"58,697"
2015_INDIANA,"55,097"
2014_INDIANA,"51,027"
2013_INDIANA,"54,582"
2012_INDIANA,"50,575"
2011_INDIANA,"49,730"
2010_INDIANA,"53,253"
2009_INDIANA,"51,980"
2008_INDIANA,"54,389"
2007_INDIANA,"57,610"
2006_INDIANA,"56,690"
2005_INDIANA,"54,699"
2004_INDIANA,"56,408"
2003_INDIANA,"58,064"
2002_INDIANA,"57,453"
2001_INDIANA,"57,409"
2000_INDIANA,"59,754"
1999_INDIANA,"61,741"
1998_INDIANA,"61,347"
1997_INDIANA,"60,860"
1996_INDIANA,"56,193"
1995_INDIANA,"54,797"
1994_INDIANA,"46,827"
1993_INDIANA,"50,579"
1992_INDIANA,"50,192"
1991_INDIANA,"48,842"
1990_INDIANA,"50,318"
1989_INDIANA,"50,780"
1988_INDIANA,"53,808"
1987_INDIANA,"47,750"
1986_INDIANA,"49,851"
1985_INDIANA,"50,605"
1984_INDIANA,"52,561"
2018_IOWA,"68,718"
2017_IOWA,"65,028"
2016_IOWA,"61,836"
2015_IOWA,"64,500"
2014_IOWA,"61,379"
2013_IOWA,"59,227"
2012_IOWA,"58,557"
2011_IOWA,"56,191"
2010_IOWA,"56,573"
2009_IOWA,"59,507"
2008_IOWA,"58,623"
2007_IOWA,"59,377"
2006_IOWA,"60,084"
2005_IOWA,"59,936"
2004_IOWA,"57,823"
2003_IOWA,"56,639"
2002_IOWA,"57,456"
2001_IOWA,"58,258"
2000_IOWA,"59,939"
1999_IOWA,"62,134"
1998_IOWA,"57,159"
1997_IOWA,"52,869"
1996_IOWA,"53,094"
1995_IOWA,"58,300"
1994_IOWA,"55,603"
1993_IOWA,"49,186"
1992_IOWA,"50,567"
1991_IOWA,"51,482"
1990_IOWA,"50,991"
1989_IOWA,"51,499"
1988_IOWA,"49,740"
1987_IOWA,"47,052"
1986_IOWA,"49,261"
1985_IOWA,"46,704"
1984_IOWA,"45,851"
2018_KANSAS,"63,938"
2017_KANSAS,"59,283"
2016_KANSAS,"59,446"
2015_KANSAS,"58,152"
2014_KANSAS,"56,743"
2013_KANSAS,"55,589"
2012_KANSAS,"54,788"
2011_KANSAS,"51,634"
2010_KANSAS,"53,155"
2009_KANSAS,"52,463"
2008_KANSAS,"55,975"
2007_KANSAS,"58,878"
2006_KANSAS,"56,871"
2005_KANSAS,"54,171"
2004_KANSAS,"54,725"
2003_KANSAS,"60,537"
2002_KANSAS,"59,654"
2001_KANSAS,"58,882"
2000_KANSAS,"60,038"
1999_KANSAS,"56,465"
1998_KANSAS,"56,684"
1997_KANSAS,"57,076"
1996_KANSAS,"52,097"
1995_KANSAS,"49,801"
1994_KANSAS,"47,607"
1993_KANSAS,"51,086"
1992_KANSAS,"53,387"
1991_KANSAS,"52,820"
1990_KANSAS,"55,904"
1989_KANSAS,"52,670"
1988_KANSAS,"52,320"
1987_KANSAS,"54,247"
1986_KANSAS,"52,478"
1985_KANSAS,"50,857"
1984_KANSAS,"56,853"
2018_KENTUCKY,"54,555"
2017_KENTUCKY,"52,600"
2016_KENTUCKY,"47,474"
2015_KENTUCKY,"44,926"
2014_KENTUCKY,"45,427"
2013_KENTUCKY,"45,518"
2012_KENTUCKY,"45,018"
2011_KENTUCKY,"44,595"
2010_KENTUCKY,"47,442"
2009_KENTUCKY,"50,054"
2008_KENTUCKY,"48,108"
2007_KENTUCKY,"47,897"
2006_KENTUCKY,"49,296"
2005_KENTUCKY,"47,303"
2004_KENTUCKY,"47,454"
2003_KENTUCKY,"50,551"
2002_KENTUCKY,"51,456"
2001_KENTUCKY,"54,648"
2000_KENTUCKY,"53,028"
1999_KENTUCKY,"51,007"
1998_KENTUCKY,"55,975"
1997_KENTUCKY,"52,351"
1996_KENTUCKY,"51,822"
1995_KENTUCKY,"48,929"
1994_KENTUCKY,"44,704"
1993_KENTUCKY,"41,829"
1992_KENTUCKY,"41,317"
1991_KENTUCKY,"42,847"
1990_KENTUCKY,"46,304"
1989_KENTUCKY,"45,652"
1988_KENTUCKY,"40,739"
1987_KENTUCKY,"43,835"
1986_KENTUCKY,"43,591"
1985_KENTUCKY,"38,745"
1984_KENTUCKY,"40,812"
2018_LOUISIANA,"49,973"
2017_LOUISIANA,"44,973"
2016_LOUISIANA,"44,154"
2015_LOUISIANA,"48,673"
2014_LOUISIANA,"45,024"
2013_LOUISIANA,"42,780"
2012_LOUISIANA,"42,826"
2011_LOUISIANA,"45,493"
2010_LOUISIANA,"45,359"
2009_LOUISIANA,"53,303"
2008_LOUISIANA,"46,255"
2007_LOUISIANA,"50,156"
2006_LOUISIANA,"45,555"
2005_LOUISIANA,"47,995"
2004_LOUISIANA,"48,546"
2003_LOUISIANA,"45,858"
2002_LOUISIANA,"47,601"
2001_LOUISIANA,"47,376"
2000_LOUISIANA,"44,917"
1999_LOUISIANA,"49,368"
1998_LOUISIANA,"49,000"
1997_LOUISIANA,"52,051"
1996_LOUISIANA,"48,383"
1995_LOUISIANA,"45,875"
1994_LOUISIANA,"43,159"
1993_LOUISIANA,"45,152"
1992_LOUISIANA,"44,754"
1991_LOUISIANA,"45,615"
1990_LOUISIANA,"41,866"
1989_LOUISIANA,"44,825"
1988_LOUISIANA,"41,947"
1987_LOUISIANA,"45,269"
1986_LOUISIANA,"45,819"
1985_LOUISIANA,"47,266"
1984_LOUISIANA,"43,741"
2018_MAINE,"58,663"
2017_MAINE,"52,923"
2016_MAINE,"53,216"
2015_MAINE,"53,796"
2014_MAINE,"54,902"
2013_MAINE,"54,116"
2012_MAINE,"53,863"
2011_MAINE,"55,602"
2010_MAINE,"55,321"
2009_MAINE,"55,730"
2008_MAINE,"55,216"
2007_MAINE,"58,146"
2006_MAINE,"56,983"
2005_MAINE,"56,615"
2004_MAINE,"55,076"
2003_MAINE,"50,793"
2002_MAINE,"51,583"
2001_MAINE,"52,054"
2000_MAINE,"54,492"
1999_MAINE,"58,754"
1998_MAINE,"55,030"
1997_MAINE,"51,287"
1996_MAINE,"55,472"
1995_MAINE,"55,573"
1994_MAINE,"50,958"
1993_MAINE,"47,084"
1992_MAINE,"52,105"
1991_MAINE,"50,247"
1990_MAINE,"51,320"
1989_MAINE,"55,335"
1988_MAINE,"54,031"
1987_MAINE,"50,042"
1986_MAINE,"51,377"
1985_MAINE,"45,793"
1984_MAINE,"47,663"
2018_MARYLAND,"86,223"
2017_MARYLAND,"83,061"
2016_MARYLAND,"77,183"
2015_MARYLAND,"78,002"
2014_MARYLAND,"80,867"
2013_MARYLAND,"70,464"
2012_MARYLAND,"78,711"
2011_MARYLAND,"77,066"
2010_MARYLAND,"74,100"
2009_MARYLAND,"75,305"
2008_MARYLAND,"74,487"
2007_MARYLAND,"79,678"
2006_MARYLAND,"79,488"
2005_MARYLAND,"77,997"
2004_MARYLAND,"76,096"
2003_MARYLAND,"71,598"
2002_MARYLAND,"78,953"
2001_MARYLAND,"76,107"
2000_MARYLAND,"79,743"
1999_MARYLAND,"78,926"
1998_MARYLAND,"77,227"
1997_MARYLAND,"73,060"
1996_MARYLAND,"70,336"
1995_MARYLAND,"67,363"
1994_MARYLAND,"65,888"
1993_MARYLAND,"68,536"
1992_MARYLAND,"65,450"
1991_MARYLAND,"66,625"
1990_MARYLAND,"72,609"
1989_MARYLAND,"70,619"
1988_MARYLAND,"74,803"
1987_MARYLAND,"74,151"
1986_MARYLAND,"67,125"
1985_MARYLAND,"67,256"
1984_MARYLAND,"68,577"
2018_MASSACHUSETTS,"86,345"
2017_MASSACHUSETTS,"75,012"
2016_MASSACHUSETTS,"75,620"
2015_MASSACHUSETTS,"71,926"
2014_MASSACHUSETTS,"67,049"
2013_MASSACHUSETTS,"67,982"
2012_MASSACHUSETTS,"69,748"
2011_MASSACHUSETTS,"70,842"
2010_MASSACHUSETTS,"70,329"
2009_MASSACHUSETTS,"69,658"
2008_MASSACHUSETTS,"70,523"
2007_MASSACHUSETTS,"70,977"
2006_MASSACHUSETTS,"69,078"
2005_MASSACHUSETTS,"72,203"
2004_MASSACHUSETTS,"69,321"
2003_MASSACHUSETTS,"69,738"
2002_MASSACHUSETTS,"69,782"
2001_MASSACHUSETTS,"74,291"
2000_MASSACHUSETTS,"68,364"
1999_MASSACHUSETTS,"66,529"
1998_MASSACHUSETTS,"65,383"
1997_MASSACHUSETTS,"65,764"
1996_MASSACHUSETTS,"63,143"
1995_MASSACHUSETTS,"63,314"
1994_MASSACHUSETTS,"68,077"
1993_MASSACHUSETTS,"63,602"
1992_MASSACHUSETTS,"63,966"
1991_MASSACHUSETTS,"64,393"
1990_MASSACHUSETTS,"67,732"
1989_MASSACHUSETTS,"70,756"
1988_MASSACHUSETTS,"67,970"
1987_MASSACHUSETTS,"68,364"
1986_MASSACHUSETTS,"66,544"
1985_MASSACHUSETTS,"62,951"
1984_MASSACHUSETTS,"62,231"
2018_MICHIGAN,"60,449"
2017_MICHIGAN,"59,107"
2016_MICHIGAN,"59,740"
2015_MICHIGAN,"57,450"
2014_MICHIGAN,"55,215"
2013_MICHIGAN,"52,691"
2012_MICHIGAN,"54,802"
2011_MICHIGAN,"54,691"
2010_MICHIGAN,"53,411"
2009_MICHIGAN,"53,961"
2008_MICHIGAN,"58,209"
2007_MICHIGAN,"59,938"
2006_MICHIGAN,"60,735"
2005_MICHIGAN,"59,205"
2004_MICHIGAN,"56,311"
2003_MICHIGAN,"61,618"
2002_MICHIGAN,"59,788"
2001_MICHIGAN,"64,046"
2000_MICHIGAN,"66,549"
1999_MICHIGAN,"69,680"
1998_MICHIGAN,"64,574"
1997_MICHIGAN,"60,630"
1996_MICHIGAN,"62,713"
1995_MICHIGAN,"59,788"
1994_MICHIGAN,"59,309"
1993_MICHIGAN,"56,048"
1992_MICHIGAN,"56,767"
1991_MICHIGAN,"57,908"
1990_MICHIGAN,"55,941"
1989_MICHIGAN,"60,342"
1988_MICHIGAN,"60,314"
1987_MICHIGAN,"58,740"
1986_MICHIGAN,"58,354"
1985_MICHIGAN,"54,102"
1984_MICHIGAN,"53,012"
2018_MINNESOTA,"71,817"
2017_MINNESOTA,"73,673"
2016_MINNESOTA,"73,477"
2015_MINNESOTA,"72,847"
2014_MINNESOTA,"71,395"
2013_MINNESOTA,"65,762"
2012_MINNESOTA,"67,709"
2011_MINNESOTA,"64,695"
2010_MINNESOTA,"60,388"
2009_MINNESOTA,"65,806"
2008_MINNESOTA,"64,215"
2007_MINNESOTA,"70,485"
2006_MINNESOTA,"70,178"
2005_MINNESOTA,"69,880"
2004_MINNESOTA,"74,765"
2003_MINNESOTA,"72,294"
2002_MINNESOTA,"76,454"
2001_MINNESOTA,"74,900"
2000_MINNESOTA,"79,328"
1999_MINNESOTA,"71,115"
1998_MINNESOTA,"74,000"
1997_MINNESOTA,"66,611"
1996_MINNESOTA,"65,536"
1995_MINNESOTA,"62,262"
1994_MINNESOTA,"56,553"
1993_MINNESOTA,"57,799"
1992_MINNESOTA,"54,504"
1991_MINNESOTA,"53,151"
1990_MINNESOTA,"58,796"
1989_MINNESOTA,"59,186"
1988_MINNESOTA,"59,526"
1987_MINNESOTA,"59,545"
1986_MINNESOTA,"57,999"
1985_MINNESOTA,"53,240"
1984_MINNESOTA,"56,407"
2018_MISSISSIPPI,"42,781"
2017_MISSISSIPPI,"44,500"
2016_MISSISSIPPI,"43,006"
2015_MISSISSIPPI,"42,435"
2014_MISSISSIPPI,"37,714"
2013_MISSISSIPPI,"44,106"
2012_MISSISSIPPI,"40,148"
2011_MISSISSIPPI,"45,976"
2010_MISSISSIPPI,"44,044"
2009_MISSISSIPPI,"41,154"
2008_MISSISSIPPI,"42,611"
2007_MISSISSIPPI,"45,259"
2006_MISSISSIPPI,"43,363"
2005_MISSISSIPPI,"42,374"
2004_MISSISSIPPI,"46,315"
2003_MISSISSIPPI,"44,792"
2002_MISSISSIPPI,"43,225"
2001_MISSISSIPPI,"42,882"
2000_MISSISSIPPI,"50,153"
1999_MISSISSIPPI,"49,102"
1998_MISSISSIPPI,"44,963"
1997_MISSISSIPPI,"44,600"
1996_MISSISSIPPI,"42,651"
1995_MISSISSIPPI,"43,559"
1994_MISSISSIPPI,"42,695"
1993_MISSISSIPPI,"38,080"
1992_MISSISSIPPI,"36,188"
1991_MISSISSIPPI,"35,114"
1990_MISSISSIPPI,"37,705"
1989_MISSISSIPPI,"39,053"
1988_MISSISSIPPI,"37,176"
1987_MISSISSIPPI,"39,255"
1986_MISSISSIPPI,"36,219"
1985_MISSISSIPPI,"36,630"
1984_MISSISSIPPI,"35,618"
2018_MISSOURI,"61,726"
2017_MISSOURI,"58,272"
2016_MISSOURI,"57,569"
2015_MISSOURI,"62,742"
2014_MISSOURI,"60,126"
2013_MISSOURI,"54,321"
2012_MISSOURI,"54,527"
2011_MISSOURI,"51,217"
2010_MISSOURI,"52,881"
2009_MISSOURI,"57,217"
2008_MISSOURI,"53,825"
2007_MISSOURI,"55,852"
2006_MISSOURI,"55,656"
2005_MISSOURI,"55,407"
2004_MISSOURI,"56,152"
2003_MISSOURI,"59,893"
2002_MISSOURI,"59,873"
2001_MISSOURI,"58,774"
